Temp (C),Dew Point Temp (C),Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather,City
3.7,-0.4,75,17,24.1,101.45,Mainly Clear,Narbonne
4.8,-0.7,68,17,24.1,101.57,Mainly Clear,Nantes
5.4,-1.7,60,19,24.1,101.68,Mostly Cloudy,Nanterre
5.4,-2.4,57,20,24.1,101.74,Mostly Cloudy,Nancy
6.2,-3.4,50,22,24.1,101.76,Mostly Cloudy,Muret
5.6,-5.1,46,30,24.1,101.83,Mostly Cloudy,Mulhouse
6.2,-5.5,43,26,24.1,101.87,Mostly Cloudy,Moulins
6.2,-5.1,44,22,24.1,101.93,Mostly Cloudy,Mougins
6.4,-5.4,43,20,24.1,101.98,Mostly Cloudy,Morsang-sur-Orge
5.2,-5.3,47,19,24.1,102.07,Mostly Cloudy,Morlaix
4.7,-5.1,49,22,24.1,102.13,Mainly Clear,Mont-Saint-Aignan
4.0,-4.5,54,15,25.0,102.21,Clear,Montrouge
2.5,-3.9,63,13,25.0,102.28,Clear,Montreuil
1.2,-3.6,70,9,25.0,102.35,Clear,Montpellier
0.7,-4.0,71,7,25.0,102.41,Clear,Montmorency
0.0,-4.7,71,9,25.0,102.47,Clear,Montluçon
-0.2,-4.9,71,9,25.0,102.48,Mainly Clear,Montivilliers
1.9,-3.8,66,9,25.0,102.49,Mostly Cloudy,Montigny-lès-Metz
-0.9,-3.8,81,7,25.0,102.51,Mostly Cloudy,Montigny-lès-Cormeilles
0.1,-3.6,76,4,25.0,102.47,Mostly Cloudy,Montigny-le-Bretonneux
-1.6,-3.6,86,4,25.0,102.49,Mostly Cloudy,Montgeron
-1.9,-3.8,87,4,25.0,102.52,Mainly Clear,Montfermeil
-1.9,-3.9,86,0,25.0,102.53,Clear,Montesson
-1.0,-3.3,84,0,48.3,102.54,Mostly Cloudy,Montereau-Fault-Yonne
1.0,-2.2,79,6,48.3,102.56,Mostly Cloudy,Montélimar
3.4,-1.3,71,11,48.3,102.57,Mainly Clear,Mont-de-Marsan
4.5,1.2,79,17,48.3,102.55,Mainly Clear,Montceau-les-Mines
6.1,-1.1,60,19,48.3,102.52,Mainly Clear,Montbrison
7.7,-3.7,44,28,48.3,102.46,Mostly Cloudy,Montbéliard
9.7,-1.9,44,22,48.3,102.37,Mostly Cloudy,Montauban
8.6,-2.8,45,20,48.3,102.24,Mainly Clear,Montargis
9.8,-3.1,40,19,48.3,102.2,Mostly Cloudy,Mons-en-Barœul
9.4,-2.1,44,19,48.3,102.18,Mostly Cloudy,Moissy-Cramayel
9.5,-2.7,42,17,48.3,102.14,Mostly Cloudy,Mitry-Mory
9.1,-2.7,43,13,25.0,102.08,Mostly Cloudy,Miramas
8.8,-2.4,45,7,25.0,102.01,Cloudy,Millau
8.2,-1.1,52,15,25.0,101.92,Cloudy,Meyzieu
7.9,-1.4,52,15,25.0,101.85,Cloudy,Meylan
8.3,-1.9,49,9,25.0,101.73,Cloudy,Meudon
8.2,-0.9,53,24,25.0,101.75,Rain Showers,Metz
5.6,3.0,83,19,9.7,101.77,"Rain,Fog",Mérignac
5.4,3.1,85,7,8.0,101.68,"Rain,Fog",Menton
4.6,3.4,92,20,9.7,101.51,"Rain,Fog",Melun
4.4,3.2,92,17,11.3,101.35,Rain,Meaux
4.6,3.8,95,17,9.7,101.24,"Rain,Fog",Mayenne
4.9,4.3,96,17,8.0,101.16,"Rain,Fog",Maurepas
5.4,4.5,94,9,9.7,101.18,"Rain,Fog",Mauguio
5.5,4.5,93,11,12.9,101.11,Rain,Maubeuge
5.9,4.8,93,6,9.7,101.16,Fog,Massy
6.2,5.4,95,7,4.8,101.13,Fog,Martigues
6.8,5.4,91,7,16.1,101.13,Cloudy,Marseille
7.3,5.7,90,6,16.1,101.14,Drizzle,Marmande
6.7,6.4,98,11,3.2,101.11,"Drizzle,Fog",Marly-le-Roi
6.7,6.3,97,13,2.4,101.0,"Drizzle,Fog",Marignane
6.6,6.3,98,13,1.6,100.94,"Drizzle,Fog",Marcq-en-Barœul
6.6,6.3,98,19,2.0,100.84,"Rain,Fog",Mantes-la-Ville
7.0,6.6,97,15,8.0,100.77,"Rain,Fog",Mantes-la-Jolie
7.5,7.1,97,15,3.2,100.68,"Rain,Fog",Manosque
7.7,7.3,97,19,6.4,100.67,"Rain,Fog",Mandelieu-la-Napoule
9.9,9.4,97,11,2.0,100.56,"Rain,Fog",Malakoff
9.6,9.1,97,15,9.7,100.48,"Drizzle,Fog",Maisons-Laffitte
10.0,9.3,95,15,9.7,100.31,Fog,Maisons-Alfort
9.8,9.3,97,11,9.7,100.27,Fog,Mâcon
9.4,9.1,98,7,9.7,100.17,Fog,Lyon
8.9,8.6,98,15,6.4,100.13,"Rain,Fog",Lunéville
8.8,8.4,97,13,9.7,100.05,"Rain,Fog",Lunel
8.5,8.2,98,9,9.7,100.02,"Rain,Fog",Lucé
8.7,8.4,98,11,9.7,99.88,"Rain,Fog",Louviers
8.8,8.4,97,9,9.7,99.78,"Rain,Fog",Lourdes
11.9,10.7,92,4,12.9,99.66,Mostly Cloudy,Lormont
13.5,11.6,88,11,16.1,99.62,Mostly Cloudy,Lorient
13.6,11.5,87,19,24.1,99.56,Cloudy,Loos
13.8,11.1,84,19,24.1,99.53,Mostly Cloudy,Lons-le-Saunier
14.4,11.3,82,20,24.1,99.53,Cloudy,Longjumeau
16.4,12.1,76,24,24.1,99.51,Mostly Cloudy,Lomme
16.6,12.7,78,20,24.1,99.5,Cloudy,Lognes
16.6,12.4,76,17,24.1,99.61,Rain Showers,Livry-Gargan
16.4,10.6,69,22,24.1,99.63,Mostly Cloudy,L’Isle-sur-la-Sorgue
16.3,10.7,69,28,24.1,99.64,Mostly Cloudy,Lisieux
17.8,9.3,57,30,48.3,99.65,Mostly Cloudy,Lingolsheim
16.2,9.0,62,28,24.1,99.7,Mostly Cloudy,Limoges
15.5,8.9,65,30,24.1,99.7,Mostly Cloudy,Limeil-Brévannes
14.7,8.2,65,33,24.1,99.69,Mostly Cloudy,Limay
13.7,8.7,72,32,25.0,99.7,Mostly Cloudy,Lille
12.9,8.3,74,30,25.0,99.72,Mostly Cloudy,Liévin
12.6,7.9,73,30,25.0,99.76,Mainly Clear,Libourne
12.1,6.8,70,26,25.0,99.74,Mainly Clear,L'Haÿ-les-Roses
12.1,5.1,62,32,25.0,99.73,Mostly Cloudy,Le Vésinet
11.6,3.5,57,28,25.0,99.75,Mostly Cloudy,Levallois-Perret
9.8,3.8,66,28,25.0,99.81,Mainly Clear,Les Sables-d'Olonne
9.2,3.9,69,24,25.0,99.89,Mostly Cloudy,Les Pennes-Mirabeau
7.6,1.8,67,30,25.0,99.88,Mainly Clear,Les Pavillons-sous-Bois
6.7,2.6,75,19,25.0,99.88,Mostly Cloudy,Les Mureaux
6.6,3.0,78,22,25.0,99.94,Cloudy,Les Lilas
5.9,2.9,81,19,25.0,99.99,Cloudy,Les Herbiers
5.2,1.0,74,28,24.1,100.05,Mostly Cloudy,Les Clayes-sous-Bois
4.8,0.8,75,15,24.1,100.18,Mostly Cloudy,Le Puy-en-Velay
5.6,0.7,71,22,24.1,100.24,Mainly Clear,Le Pré-Saint-Gervais
6.0,1.3,72,19,24.1,100.27,Mostly Cloudy,Le Pontet
7.6,1.6,66,26,24.1,100.3,Mostly Cloudy,Le Plessis-Trévise
7.7,1.4,64,22,24.1,100.34,Mostly Cloudy,Le Plessis-Robinson
7.8,1.6,65,28,24.1,100.35,Cloudy,Le Petit-Quevilly
8.2,1.2,61,24,24.1,100.38,Mostly Cloudy,Le Perreux-sur-Marne
8.6,0.7,58,30,24.1,100.37,Mostly Cloudy,Le Pecq
8.4,0.7,58,32,24.1,100.39,Mostly Cloudy,Lens
8.4,0.0,55,28,24.1,100.43,Mostly Cloudy,Le Mée-sur-Seine
7.3,-0.5,58,20,24.1,100.47,Mainly Clear,Le Mans
6.5,-0.2,62,15,25.0,100.54,Mainly Clear,Le Kremlin-Bicêtre
4.9,-0.2,70,9,25.0,100.57,Mainly Clear,Le Havre
3.7,-0.3,75,7,25.0,100.63,Clear,Le Grand-Quevilly
3.0,-0.5,78,11,25.0,100.66,Clear,Le Creusot
4.1,-0.4,72,7,25.0,100.73,Clear,Le Chesnay
1.6,-0.5,86,7,25.0,100.75,Clear,Le Cannet
3.8,0.5,79,11,25.0,100.8,Clear,Le Bouscat
2.8,0.6,85,9,25.0,100.86,Clear,Le Blanc-Mesnil
1.1,-1.2,85,7,25.0,100.91,Clear,Laxou
1.8,-0.9,82,6,25.0,100.92,Mostly Cloudy,La Valette-du-Var
2.2,-0.2,84,7,25.0,100.96,Mostly Cloudy,Laval
2.6,0.2,84,0,25.0,100.95,Mostly Cloudy,Lattes
2.7,0.4,85,0,24.1,100.98,Mainly Clear,La Teste-de-Buch
3.3,0.7,83,0,24.1,101.02,Clear,La Seyne-sur-Mer
6.3,2.0,74,0,24.1,101.06,Mainly Clear,La Roche-sur-Yon
7.1,4.1,81,6,24.1,101.08,Mainly Clear,La Rochelle
9.1,1.3,58,6,24.1,101.08,Mainly Clear,Laon
10.1,2.1,58,6,48.3,101.02,Mainly Clear,Lannion
10.8,2.1,55,7,48.3,100.97,Mainly Clear,Lanester
11.4,1.9,52,6,48.3,100.9,Mostly Cloudy,Landerneau
12.0,2.4,52,0,48.3,100.88,Mostly Cloudy,Lambersart
12.5,2.9,52,4,48.3,100.86,Mostly Cloudy,La Madeleine
12.5,3.5,54,4,48.3,100.87,Mostly Cloudy,Lagny-sur-Marne
11.7,4.0,59,11,24.1,100.87,Mostly Cloudy,La Garenne-Colombes
11.0,4.7,65,7,25.0,100.94,Mostly Cloudy,La Garde
11.7,3.6,58,7,25.0,100.93,Cloudy,La Flèche
11.7,3.2,56,9,25.0,100.92,Mostly Cloudy,La Crau
11.6,3.6,58,11,25.0,100.92,Mostly Cloudy,La Courneuve
11.7,4.1,60,7,25.0,100.93,Mostly Cloudy,La Ciotat
11.1,4.9,66,11,25.0,100.9,Cloudy,La Chapelle-sur-Erdre
11.1,4.8,65,6,25.0,100.92,Cloudy,La Celle-Saint-Cloud
10.9,5.2,68,4,25.0,100.92,Cloudy,Jouy-le-Moutier
10.9,4.9,66,4,25.0,100.92,Mostly Cloudy,Joué-lés-Tours
8.9,5.3,78,9,25.0,100.91,Mostly Cloudy,Joinville-le-Pont
9.1,5.7,79,11,25.0,100.92,Mostly Cloudy,Ivry-sur-Seine
9.4,5.8,78,11,25.0,100.94,Mostly Cloudy,Istres
9.0,5.8,80,11,48.3,100.96,Mostly Cloudy,Issy-les-Moulineaux
10.7,5.1,68,9,48.3,100.98,Mainly Clear,Issoire
12.2,5.7,64,6,48.3,101.02,Mostly Cloudy,Illzach
14.4,6.4,59,15,48.3,100.99,Mainly Clear,Illkirch-Graffenstaden
16.1,6.7,54,15,48.3,100.97,Mainly Clear,Hyères
17.9,6.3,47,15,48.3,100.94,Mainly Clear,Houilles
18.3,6.3,45,17,48.3,100.9,Mainly Clear,Hérouville-Saint-Clair
18.3,6.2,45,22,48.3,100.85,Mainly Clear,Herblay
19.3,5.8,41,28,48.3,100.78,Mainly Clear,Hénin-Beaumont
18.6,3.6,37,26,48.3,100.78,Mostly Cloudy,Hem
18.3,3.8,38,28,48.3,100.69,Mostly Cloudy,Hazebrouck
16.6,4.7,45,15,48.3,100.74,Mostly Cloudy,Hayange
16.0,5.1,48,17,25.0,100.8,Mostly Cloudy,Hautmont
15.6,5.2,50,15,25.0,100.86,Mainly Clear,Yutz
14.9,5.7,54,17,25.0,100.9,Mostly Cloudy,Haubourdin
13.8,6.0,59,17,25.0,100.95,Mostly Cloudy,Halluin
14.4,5.9,57,19,25.0,100.99,Mostly Cloudy,Haguenau
12.7,5.7,62,15,25.0,100.96,Mostly Cloudy,Guyancourt
12.3,6.1,66,17,25.0,100.94,Mainly Clear,Gujan-Mestras
11.7,5.8,67,17,25.0,100.92,Mainly Clear,Guéret
11.7,6.0,68,15,25.0,100.92,Mainly Clear,Guérande
12.0,6.0,67,19,25.0,100.94,Cloudy,Grigny
11.9,6.7,70,13,25.0,100.96,Rain Showers,Grenoble
11.7,8.7,82,17,19.3,100.96,Rain Showers,Grasse
11.2,9.8,91,15,9.7,100.91,"Rain,Fog",Grande-Synthe
11.3,9.9,91,17,9.7,101.0,"Rain,Fog",Gradignan
11.7,10.2,91,13,16.1,100.92,Rain,Goussainville
12.8,10.6,86,24,24.1,100.77,Cloudy,Gonesse
13.1,11.0,87,24,25.0,100.79,Rain Showers,Givors
12.8,11.5,92,9,19.3,100.79,Rain,Gif-sur-Yvette
13.0,11.5,91,11,16.1,100.77,Rain,Gien
13.1,11.9,92,17,12.9,100.64,Rain,Gentilly
13.0,12.1,94,15,8.0,100.55,"Rain,Fog",Gennevilliers
13.3,12.1,92,13,9.7,100.45,"Rain,Fog",Garges-lès-Gonesse
12.9,12.3,96,7,3.2,100.45,"Rain,Fog",Gardanne
13.1,12.1,94,17,6.4,100.38,"Rain,Fog",Garches
13.1,12.1,94,22,12.9,100.29,Rain,Gap
13.5,12.4,93,7,9.7,100.29,Rain,Gagny
13.8,12.9,94,19,12.9,100.13,Rain,Frontignan
13.8,12.6,92,17,24.1,100.16,Mostly Cloudy,Fresnes
13.4,12.3,93,7,16.1,100.15,Cloudy,Fréjus
13.5,12.3,92,11,16.1,100.1,Cloudy,Franconville
13.2,12.3,94,13,16.1,100.02,Cloudy,Fougères
12.9,12.2,96,15,6.4,99.97,Fog,Fos-sur-Mer
12.8,12.2,96,19,4.8,99.84,Fog,Forbach
12.8,12.1,96,13,6.4,99.83,"Rain Showers,Fog",Fontenay-sous-Bois
12.4,11.9,97,7,11.3,99.83,Cloudy,Fontenay-le-Comte
12.5,12.0,97,4,8.0,99.84,Fog,Fontenay-aux-Roses
10.6,10.6,100,4,0.4,99.87,Fog,Fontainebleau
11.8,11.6,99,4,2.4,99.88,Fog,Fontaine
12.7,12.5,99,4,1.0,99.89,Fog,Floirac
13.8,13.2,96,4,9.7,99.89,Fog,Fleury-les-Aubrais
16.0,13.2,83,15,24.1,99.87,Mainly Clear,Flers
16.4,12.2,76,19,24.1,99.93,Mostly Cloudy,Firminy
18.1,11.9,67,20,48.3,99.89,Mostly Cloudy,Fécamp
17.6,10.6,64,11,48.3,99.75,Mainly Clear,Faches-Thumesnil
17.2,10.4,64,22,48.3,99.79,Mostly Cloudy,Eysines
16.4,8.8,61,22,24.1,99.75,Mostly Cloudy,Évry
14.0,9.2,73,15,24.1,99.9,Rain Showers,Évreux
13.4,9.2,76,11,24.1,99.95,Rain Showers,Étampes
12.3,7.2,71,19,25.0,100.01,Mainly Clear,La Baule-Escoublac
11.6,5.9,68,20,25.0,100.04,Clear,Ermont
10.7,5.5,70,17,25.0,100.06,Mainly Clear,Éragny
11.0,6.1,72,13,25.0,100.07,Mainly Clear,Équeurdreville-Hainneville
10.5,6.2,75,11,25.0,100.05,Mainly Clear,Épinay-sur-Seine
10.2,6.4,77,19,25.0,100.05,Mainly Clear,Épinal
9.2,6.3,82,13,25.0,100.07,Mainly Clear,Épernay
9.9,6.8,81,19,25.0,100.14,Mostly Cloudy,Elbeuf
10.3,7.2,81,19,25.0,100.15,Cloudy,Élancourt
10.6,7.2,79,26,25.0,100.15,Cloudy,Écully
10.2,7.1,81,22,25.0,100.15,Mostly Cloudy,Échirolles
10.5,7.3,81,24,25.0,100.15,Rain Showers,Eaubonne
10.1,7.6,84,30,25.0,100.21,Cloudy,Dunkerque
9.8,7.1,83,28,24.1,100.26,Mostly Cloudy,Dreux
10.2,6.4,77,35,24.1,100.29,Mostly Cloudy,Draveil
10.4,6.0,74,26,24.1,100.27,Mostly Cloudy,Drancy
10.9,5.8,71,32,24.1,100.31,Mostly Cloudy,Draguignan
11.2,5.9,70,33,24.1,100.33,Mostly Cloudy,Douarnenez
12.6,6.4,66,32,24.1,100.3,Mostly Cloudy,Douai
12.6,5.6,62,32,24.1,100.3,Cloudy,Domont
12.7,5.8,63,28,24.1,100.33,Mostly Cloudy,Dole
12.2,5.7,64,32,24.1,100.39,Cloudy,Dijon
12.0,5.5,64,30,24.1,100.44,Cloudy,Digne-les-Bains
11.8,5.7,66,28,25.0,100.51,Cloudy,Dieppe
11.5,5.8,68,22,25.0,100.56,Mostly Cloudy,Deuil-la-Barre
11.3,5.6,68,22,25.0,100.6,Mostly Cloudy,Denain
11.4,5.5,67,20,25.0,100.63,Mostly Cloudy,Décines-Charpieu
10.7,5.9,72,22,25.0,100.66,Cloudy,Dax
10.1,5.3,72,15,25.0,100.72,Mostly Cloudy,Dammarie-les-Lys
9.3,4.9,74,17,25.0,100.75,Mostly Cloudy,Cugnaux
8.7,4.1,73,32,25.0,100.73,Mainly Clear,Croix
8.0,3.9,75,26,25.0,100.77,Mainly Clear,Créteil
7.6,3.9,77,24,25.0,100.81,Mainly Clear,Crépy-en-Valois
7.1,3.9,80,17,25.0,100.84,Mainly Clear,Creil
7.4,4.0,79,19,25.0,100.84,Mainly Clear,Cran-Gevrier
7.4,4.2,80,24,25.0,100.9,Clear,Cournon-d’Auvergne
7.2,4.1,81,15,25.0,100.95,Clear,Courbevoie
7.8,4.4,79,15,24.1,101.0,Mainly Clear,Coulommiers
10.0,5.1,72,22,24.1,101.04,Mostly Cloudy,Couëron
9.8,5.3,74,24,24.1,101.08,Mostly Cloudy,Coudekerque-Branche
11.2,5.6,68,26,48.3,101.01,Mainly Clear,Cormeilles-en-Parisis
12.7,6.3,65,30,48.3,101.06,Mainly Clear,Corbeil-Essonnes
13.0,5.6,61,24,48.3,101.03,Mainly Clear,Conflans-Sainte-Honorine
14.2,6.2,59,24,48.3,101.0,Mainly Clear,Concarneau
14.5,4.7,52,22,48.3,101.04,Mainly Clear,Compiègne
14.6,5.0,52,28,48.3,101.05,Mainly Clear,Combs-la-Ville
14.3,4.9,53,15,48.3,101.06,Mainly Clear,Pontault-Combault
13.2,4.7,56,20,24.1,101.11,Mainly Clear,Colomiers
11.9,5.4,64,19,25.0,101.16,Mainly Clear,Colombes
11.1,5.7,69,13,25.0,101.21,Clear,Colmar
10.3,5.8,74,13,25.0,101.24,Mainly Clear,Cognac
8.4,5.2,80,9,25.0,101.29,Clear,Cluses
8.1,5.4,83,7,25.0,101.34,Mainly Clear,Clichy-sous-Bois
6.4,4.4,87,0,25.0,101.34,Clear,Clichy
6.2,4.1,86,6,25.0,101.36,Clear,Clermont-Ferrand
5.8,3.8,87,4,25.0,101.38,Clear,Clamart
4.9,3.3,89,9,25.0,101.4,Clear,Cholet
5.1,3.5,89,7,25.0,101.42,Clear,Choisy-le-Roi
5.1,3.5,89,4,25.0,101.47,Clear,Chilly-Mazarin
5.4,3.6,88,6,25.0,101.54,Clear,Chevilly-Larue
5.1,3.5,89,6,24.1,101.59,Mainly Clear,Cherbourg-Octeville
4.2,2.8,91,0,24.1,101.68,Mainly Clear,Chenôve
6.9,4.5,85,11,24.1,101.71,Mostly Cloudy,Chennevières-sur-Marne
9.4,5.0,74,9,24.1,101.75,Mostly Cloudy,Chelles
9.6,4.9,72,4,24.1,101.73,Mostly Cloudy,Chaville
10.9,4.6,65,0,24.1,101.69,Mostly Cloudy,Chaumont
11.1,3.8,61,0,24.1,101.62,Mainly Clear,Chatou
12.2,3.8,56,4,24.1,101.59,Mostly Cloudy,Châtillon
13.1,3.8,53,6,24.1,101.58,Mostly Cloudy,Châtenay-Malabry
12.3,4.3,58,11,24.1,101.57,Mostly Cloudy,Châtellerault
11.9,4.0,58,11,24.1,101.57,Mostly Cloudy,Château-Thierry
10.9,3.6,61,9,24.1,101.6,Mainly Clear,Châteauroux
7.9,3.5,74,0,25.0,101.64,Mainly Clear,Châteaudun
8.6,3.3,69,0,25.0,101.7,Mainly Clear,Chartres
7.0,2.9,75,0,25.0,101.72,Mainly Clear,Charleville-Mézières
6.9,2.6,74,0,25.0,101.73,Mainly Clear,Charenton-le-Pont
6.8,3.9,82,7,25.0,101.76,Mainly Clear,Champs-sur-Marne
7.7,0.2,59,13,25.0,101.79,Clear,Champigny-sur-Marne
7.3,-1.4,54,13,25.0,101.81,Clear,Chambéry
5.1,-1.0,65,13,25.0,101.83,Clear,Chamalières
4.0,-1.2,69,7,25.0,101.9,Clear,Chalon-sur-Saône
4.9,-0.9,66,7,25.0,101.9,Clear,Châlons-en-Champagne
2.0,-1.5,78,9,25.0,101.91,Clear,Challans
2.6,-1.5,74,9,25.0,101.93,Clear,Cestas
1.9,-1.4,79,7,48.3,101.94,Clear,Cesson-Sévigné
2.6,-0.8,78,11,48.3,101.99,Clear,Cergy
5.8,-0.7,63,11,48.3,102.03,Clear,Cenon
7.0,-0.5,59,15,48.3,102.02,Mainly Clear,Cavaillon
7.2,-1.9,52,17,48.3,102.0,Mostly Cloudy,Castres
8.1,-0.9,53,11,48.3,101.93,Mostly Cloudy,Castelnau-le-Lez
9.1,-0.3,52,11,48.3,101.86,Mostly Cloudy,Carvin
10.6,-0.6,46,6,48.3,101.79,Mainly Clear,Carrières-sous-Poissy
11.7,-1.7,39,6,48.3,101.75,Mostly Cloudy,Carquefou
12.2,-2.1,37,11,48.3,101.73,Mostly Cloudy,Carpentras
11.3,-2.1,39,11,48.3,101.75,Mostly Cloudy,Carcassonne
10.9,-2.2,40,17,48.3,101.78,Mostly Cloudy,Canteleu
10.6,-0.3,47,13,25.0,101.83,Cloudy,Cannes
10.3,0.1,49,7,25.0,101.82,Mostly Cloudy,Cambrai
10.1,-1.2,45,11,25.0,101.85,Mostly Cloudy,Caluire-et-Cuire
10.0,-2.3,42,6,25.0,101.88,Mostly Cloudy,Calais
9.4,-2.1,44,9,25.0,101.87,Mostly Cloudy,Cahors
9.6,-2.5,43,15,25.0,101.9,Mostly Cloudy,Cagnes-sur-Mer
9.5,-2.6,43,17,25.0,101.9,Cloudy,Caen
9.2,-1.8,46,15,25.0,101.92,Mostly Cloudy,Cachan
8.4,-0.9,52,15,25.0,101.89,Mostly Cloudy,Bry-sur-Marne
7.3,-0.5,58,13,25.0,101.84,Mainly Clear,Brunoy
6.9,-0.5,59,15,25.0,101.85,Mainly Clear,Bruay-la-Buissière
5.7,0.2,68,17,25.0,101.89,Mostly Cloudy,Bron
4.1,0.6,78,17,24.1,101.9,Mainly Clear,Brive-la-Gaillarde
4.6,1.5,80,19,24.1,101.93,Mostly Cloudy,Brignoles
5.2,1.5,77,22,48.3,101.94,Mostly Cloudy,Brie-Comte-Robert
6.4,-0.3,62,17,48.3,101.97,Mostly Cloudy,Brétigny-sur-Orge
8.0,0.3,58,9,48.3,101.89,Cloudy,Brest
9.1,0.9,56,11,24.1,101.89,Cloudy,Bressuire
11.3,1.4,50,13,24.1,101.77,Cloudy,Bourgoin
12.8,2.8,51,11,24.1,101.71,Cloudy,Bourg-lès-Valence
12.8,2.9,51,17,24.1,101.66,Mostly Cloudy,Bourg-la-Reine
13.5,3.5,51,19,24.1,101.59,Mainly Clear,Bourges
13.3,4.2,54,15,24.1,101.59,Mostly Cloudy,Bourg-en-Bresse
12.6,4.1,56,19,24.1,101.55,Mostly Cloudy,Boulogne-sur-Mer
11.8,4.9,63,15,25.0,101.54,Mostly Cloudy,Boulogne-Billancourt
11.4,5.5,67,15,25.0,101.53,Clear,Bouguenais
11.0,5.9,71,15,25.0,101.51,Clear,Bordeaux
10.0,5.7,75,13,25.0,101.51,Clear,Bonneuil-sur-Marne
9.8,6.4,79,13,25.0,101.47,Clear,Bondy
9.3,6.6,83,9,25.0,101.45,Clear,Boissy-Saint-Léger
8.9,6.4,84,9,25.0,101.47,Clear,Bois-Colombes
8.5,6.4,87,7,25.0,101.49,Mostly Cloudy,Bobigny
8.3,6.4,88,11,25.0,101.5,Mainly Clear,Blois
7.7,6.4,91,7,25.0,101.49,Clear,Blanquefort
7.2,5.2,87,7,25.0,101.48,Clear,Blagnac
7.0,5.0,87,9,16.1,101.52,Clear,Bischheim
6.9,4.8,86,11,16.1,101.53,Clear,Biarritz
6.7,4.5,86,11,19.3,101.57,Clear,Bezons
9.1,6.2,82,6,16.1,101.6,Clear,Béziers
11.7,7.9,77,7,16.1,101.6,Clear,Béthune
15.1,9.8,71,6,16.1,101.54,Clear,Besançon
18.1,12.7,71,4,16.1,101.51,Clear,Bergerac
19.8,12.9,64,9,16.1,101.43,Clear,Berck
20.9,13.3,62,11,19.3,101.36,Clear,Berck-Plage
21.1,13.0,60,9,19.3,101.36,Clear,Belfort
20.4,13.1,63,13,24.1,101.35,Clear,Bègles
18.2,12.3,68,19,24.1,101.3,Clear,Beauvais
15.7,11.6,77,9,24.1,101.33,Mainly Clear,Beaune
14.7,11.3,80,11,25.0,101.36,Mainly Clear,Bayonne
13.5,11.0,85,7,25.0,101.39,Mainly Clear,Bayeux
14.2,11.2,82,15,19.3,101.38,Mostly Cloudy,Bastia
13.1,10.9,86,9,25.0,101.38,Mainly Clear,Bar-le-Duc
13.0,10.9,87,4,19.3,101.41,Mainly Clear,Balma
12.7,10.9,89,9,16.1,101.4,Mainly Clear,Bagnols-sur-Cèze
11.9,10.7,92,4,16.1,101.42,Mostly Cloudy,Bagnolet
12.1,10.8,92,4,16.1,101.42,Cloudy,Bagneux
11.8,10.8,94,6,19.3,101.41,Cloudy,Avon
12.2,10.9,92,4,16.1,101.39,Cloudy,Avion
12.1,10.9,92,0,12.9,101.38,Cloudy,Avignon
11.7,10.7,94,9,8.0,101.38,Fog,Auxerre
11.9,10.6,92,9,9.7,101.41,Fog,Autun
12.3,10.8,91,6,4.0,101.42,Fog,Aurillac
12.7,10.8,88,11,6.4,101.46,Fog,Aulnay-sous-Bois
12.5,10.9,90,17,2.4,101.42,Fog,Audincourt
12.4,10.9,91,15,2.8,101.4,Fog,Auch
13.4,11.1,86,11,6.4,101.35,Fog,Aubervilliers
14.1,11.1,82,17,6.4,101.26,Haze,Aubagne
14.2,10.6,79,15,12.9,101.2,Cloudy,Athis-Mons
14.4,9.9,74,15,24.1,101.14,Cloudy,Asnières-sur-Seine
14.6,9.5,71,17,24.1,101.1,Cloudy,Arras
14.6,9.1,70,15,24.1,101.08,Mostly Cloudy,Armentières
13.9,9.3,74,9,24.1,101.09,Mostly Cloudy,Arles
13.5,9.3,76,9,25.0,101.15,Cloudy,Argenteuil
13.7,8.8,72,11,25.0,101.13,Cloudy,Argentan
13.5,7.5,67,11,25.0,101.15,Cloudy,Arcueil
13.3,7.4,67,11,25.0,101.14,Mostly Cloudy,Antony
12.8,7.8,72,13,25.0,101.13,Mostly Cloudy,Antibes
12.0,8.4,79,11,25.0,101.14,Mostly Cloudy,Annonay
11.0,8.4,84,15,25.0,101.18,Mostly Cloudy,Annemasse
10.4,7.4,82,15,25.0,101.19,Mostly Cloudy,Annecy-le-Vieux
9.9,6.8,81,11,25.0,101.22,Cloudy,Annecy
9.8,6.6,80,9,25.0,101.25,Cloudy,Angoulême
9.5,6.5,82,13,25.0,101.23,Mostly Cloudy,Anglet
9.6,6.7,82,7,25.0,101.28,Cloudy,Angers
9.7,6.7,82,7,25.0,101.29,Cloudy,Amiens
9.5,6.9,84,7,24.1,101.36,Cloudy,Allauch
9.9,7.4,84,7,24.1,101.38,Cloudy,Alfortville
10.8,7.9,82,11,24.1,101.34,Cloudy,Alès
11.4,8.3,81,9,24.1,101.32,Cloudy,Alençon
12.0,8.1,77,11,24.1,101.31,Cloudy,Albi
12.9,8.4,74,20,24.1,101.2,Cloudy,Albertville
12.9,7.8,71,15,24.1,101.19,Cloudy,Ajaccio
13.0,6.8,66,20,24.1,101.13,Cloudy,Aix-les-Bains
13.1,6.0,62,20,24.1,101.06,Cloudy,Aix-en-Provence
12.9,5.9,62,22,24.1,101.06,Cloudy,Agen
12.7,6.3,65,26,25.0,101.01,Cloudy,Agde
